"","id","sales_num","visit_num","lagged_sales_num"
"1007",44,1,2,1
"1008",44,0,1,1
"1009",44,1,2,0
"1010",44,4,1,1
"1011",44,4,1,4
"1012",44,2,1,4
"1013",45,2,3,1
"1014",45,1,1,2
"1015",45,2,2,1
"1016",45,0,2,2
"1017",45,1,2,0
"1018",45,1,2,1
"1019",45,0,2,1
"1020",45,0,2,0
"1021",45,4,2,0
"1022",45,1,5,4
"1023",45,1,6,1
"1024",45,1,5,1
"1025",45,0,3,1
"1026",45,0,2,0
"1027",45,1,2,0
"1028",45,3,2,1
"1029",45,1,2,3
"1030",45,0,3,1
"1031",45,0,1,0
"1032",45,1,2,0
"1033",45,2,1,1
"1034",45,5,3,2
"1035",45,3,2,5
"1036",46,1,1,3
"1037",46,1,2,1
"1038",46,0,1,1
"1039",46,2,1,0
"1040",46,0,2,2
"1041",46,0,1,0
"1042",46,0,1,0
"1043",46,2,3,0
"1044",46,0,4,2
"1045",46,2,3,0
"1046",46,3,3,2
"1047",46,1,1,3
"1048",46,3,0,1
"1049",46,0,0,3
"1050",46,1,0,0
"1051",46,1,0,1
"1052",46,0,1,1
"1053",46,1,2,0
"1054",46,4,0,1
"1055",46,6,1,4
"1056",46,3,1,6
"1057",46,3,2,3
"1058",46,1,1,3
"1059",47,0,0,0
"1060",47,1,0,0
"1061",47,0,0,1
"1062",47,3,0,0
"1063",47,2,0,3
"1064",47,1,2,2
"1065",47,1,1,1
"1066",47,0,0,1
"1067",47,1,0,0
"1068",47,3,0,1
"1069",47,3,2,3
"1070",47,0,1,3
"1071",47,1,2,0
"1072",47,0,3,1
"1073",47,0,1,0
"1074",47,0,1,0
"1075",47,3,2,0
"1076",47,4,1,3
"1077",47,1,0,4
"1078",47,1,4,1
"1079",47,2,3,1
"1080",47,0,5,2
"1081",47,5,2,0
"1082",48,1,1,2
"1083",48,2,2,1
"1084",48,1,0,2
"1085",48,1,1,1
"1086",48,1,1,1
"1087",48,1,0,1
"1088",48,1,2,1
"1089",48,1,1,1
"1090",48,1,1,1
"1091",48,0,1,1
"1092",48,1,1,0
"1093",48,0,0,1
"1094",48,2,0,0
"1095",48,0,0,2
"1096",48,6,1,0
"1097",48,0,1,6
"1098",48,1,1,0
"1099",48,0,1,1
"1100",48,0,1,0
"1101",48,0,1,0
"1102",48,1,0,0
"1103",48,0,3,1
"1104",48,0,1,0
"1105",49,1,2,3
"1106",49,3,2,1
"1107",49,0,3,3
"1108",49,1,3,0
"1109",49,4,4,1
"1110",49,0,1,4
"1111",49,1,4,0
"1112",49,5,3,1
"1113",49,5,4,5
"1114",49,0,3,5
"1115",49,3,6,0
"1116",49,3,6,3
"1117",49,2,4,3
"1118",49,2,6,2
"1119",49,4,6,2
"1120",49,2,3,4
"1121",49,0,3,2
"1122",49,1,5,0
"1123",49,4,4,1
"1124",49,2,5,4
"1125",49,1,4,2
"1126",49,5,5,1
"1127",49,1,2,5
"1128",50,9,2,8
"1129",50,11,2,9
"1130",50,8,3,11
"1131",50,2,2,8
"1132",50,9,4,2
"1133",50,11,5,9
"1134",50,4,6,11
"1135",50,8,6,4
"1136",50,7,6,8
"1137",50,5,8,7
"1138",50,16,8,5
"1139",50,8,8,16
"1140",50,12,3,8
"1141",50,16,5,12
"1142",50,9,1,16
"1143",50,6,6,9
"1144",50,13,8,6
"1145",50,11,6,13
"1146",50,21,5,11
"1147",50,16,3,21
"1148",50,3,7,16
"1149",50,17,7,3
"1150",50,14,5,17
"1151",51,0,0,0
"1152",51,1,1,0
"1153",51,1,2,1
"1154",51,2,2,1
"1155",51,0,1,2
"1156",51,1,1,0
"1157",51,0,2,1
"1158",51,1,2,0
"1159",51,1,1,1
"1160",51,1,3,1
"1161",51,2,3,1
"1162",51,1,3,2
"1163",51,1,5,1
"1164",51,1,1,1
"1165",51,2,2,1
"1166",51,0,1,2
"1167",51,1,3,0
"1168",51,1,3,1
"1169",51,1,3,1
"1170",51,2,3,1
"1171",51,0,1,2
"1172",51,0,1,0
"1173",51,0,2,0
"1174",52,1,1,0
"1175",52,1,1,1
"1176",52,5,1,1
"1177",52,4,1,5
"1178",52,5,3,4
"1179",52,8,1,5
"1180",52,3,6,8
"1181",52,3,1,3
"1182",52,6,2,3
"1183",52,0,1,6
"1184",52,5,1,0
"1185",52,0,1,5
"1186",52,9,1,0
"1187",52,0,3,9
"1188",52,3,2,0
"1189",52,1,7,3
"1190",52,2,5,1
"1191",52,3,2,2
"1192",52,2,1,3
"1193",52,4,2,2
"1194",52,2,1,4
"1195",52,1,0,2
"1196",52,2,0,1
"1197",53,5,4,3
"1198",53,5,4,5
"1199",53,8,4,5
"1200",53,4,4,8
"1201",53,9,5,4
"1202",53,8,3,9
"1203",53,12,0,8
"1204",53,5,0,12
"1205",53,10,2,5
"1206",53,12,0,10
"1207",53,9,3,12
"1208",53,11,1,9
"1209",53,9,2,11
"1210",53,10,2,9
"1211",53,8,2,10
"1212",53,9,4,8
"1213",53,6,0,9
"1214",53,8,1,6
"1215",53,7,0,8
"1216",53,10,2,7
"1217",53,8,1,10
"1218",53,5,4,8
"1219",53,16,5,5
"1220",54,2,4,0
"1221",54,2,2,2
"1222",54,5,4,2
"1223",54,4,1,5
"1224",54,5,2,4
"1225",54,4,1,5
"1226",54,3,4,4
"1227",54,3,3,3
"1228",54,3,3,3
"1229",54,2,2,3
"1230",54,5,2,2
"1231",54,0,1,5
"1232",54,2,4,0
"1233",54,0,1,2
"1234",54,2,2,0
"1235",54,7,5,2
"1236",54,4,4,7
"1237",54,1,4,4
"1238",54,3,3,1
"1239",54,2,2,3
"1240",54,1,3,2
"1241",54,2,3,1
"1242",54,4,4,2
"1243",55,5,0,2
"1244",55,10,1,5
"1245",55,2,1,10
